Date,Category,Subcategory,Dollars,Dollars_last_year,Dollars_3_years_ago,Unit_sales,Unit_sales_last_year,Unit_sales_3_years_ago,Share,Share_last_year,Share_3_years_ago,Percent_change_dollars_1_year,Percent_change_units_1_year,Percent_change_share_1_year,Percent_change_dollars_3_years,Percent_change_units_3_years,Percent_change_share_3_years
10/7/2022,Vegetables,Other-nutrient-dense canned,22381761,20269069,19769070,18557241,19195178,20361191,0.1,0.1,0.2,10.4,-3.3,0,13.2,-8.9,-11.3
10/7/2022,Vegetables,Other-nutrient-dense fresh/frozen,158957291,151641053,132030900,85369653,85004888,75928805,1,1,1,4.8,0.4,-5.1,20.4,12.4,-5.7
10/7/2022,Vegetables,Starchy canned,23555627,20433591,20078398,17869217,17356080,19424044,0.1,0.1,0.2,15.3,3,4.4,17.3,-8,-8.1
10/7/2022,Vegetables,Starchy fresh/frozen,105515870,91099864,76030430,52091835,53224856,42229020,0.6,0.6,0.6,15.8,-2.1,4.9,38.8,22.3625,8.7
7/17/2022,Alcohol,Other,1093518412,984173461,861042184.1,157454948,160866631,156653612,6.8,6.55,6.55,0.3,-2.1,-8,12,0.5,-11
7/17/2022,Beverages,Carbonated non-alcoholic,949781554,859802377,739858057,274847328,282281113.4,276043695.6,5.8,5.7,5.7,10.5,-4.2,1.3,28.4,-3.2,2
7/17/2022,Beverages,Fruit drinks and non-carbonated sugary,1042377461,946146941,797408968,274847328,282281113.4,276043695.6,6.4,6.3,6.1,10.2,0.3,1,30.7,4.2,3.8
7/17/2022,Beverages,Other,245483809,224170779,196867826,31072904,32370176,30759089,1.5,1.5,1.5,9.5,-4,0.4,24.7,1,-1
7/17/2022,Beverages,Water,538275825,468494129,428185514,193077346,200048250,200832414,3.3,3.1,3.3,14.9,-3.5,5.4,25.7,-3.9,-0.2
7/17/2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",299188403,267509891,228780529,100690158,104037359,94911468,1.8,1.8,1.8,11.8,-3.2,2.6,30.8,6.1,3.9
7/17/2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",576027578,520194847,411775844,131728207,140771228,126383023,3.5,3.5,3.2,10.7,-6.4,1.6,39.9,4.2,11.1
7/17/2022,Commercially prepared items,Not sweet packaged/Meals and sides,985049726,887226013,772986890,274847328,282281113.4,265517151,6,5.9,6,11,-2.4,1.8,27.4,6.4,1.2
7/17/2022,Commercially prepared items,Not sweet packaged/Snacks,1065514029,934775053,821289649,274847328,282281113.4,276043695.6,6.5,6.2,6.3,14,-2.5,4.5,29.7,-1.7,3
7/17/2022,Commercially prepared items,Other,63980049,61079259,51272204,27302522,30308274,26895522,0.4,0.4,0.4,4.7,-9.9,-3.9,24.8,1.5,-0.9
7/17/2022,Commercially prepared items,Regular meat fresh/frozen,1131249,1306443,704105,296675,255418,202530,0,0,0,-13.4,7.05,-18.2,56.55,22.3625,20.9625
7/17/2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",398085762,360222421,333212458,94537058,95643749,96754844,2.4,2.4,2.6,10.5,-1.2,1.4,19.5,-2.3,-5.1
7/17/2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",73094409,67957843,58381252,28375564,29183829,27319519,0.4,0.5,0.5,7.6,-2.8,-1.4,25.2,3.9,-0.6
7/17/2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",989955473,912638246,808766332,274847328,282281113.4,276043695.6,6.1,6.1,6.2,8.5,-6.4,-0.5,22.4,-4.7,-2.8
7/17/2022,Commercially prepared items,Sweet ready-to-eat (bakery items),412197026,377111344,325645766,118624321,126178757,124606910,2.5,2.5,2.5,9.3,-6,0.2,26.6,-4.8,0.5
7/17/2022,Dairy,Cheese,511293246,470187796,406883325,126355377,127930458,119580204,3.1,3.1,3.1,8.7,-1.2,-0.3,25.7,5.7,-0.2
7/17/2022,Dairy,Other,376315504,333891171,304133416,108315773,111035060,111835443,2.3,2.2,2.3,12.7,-2.4,3.4,23.7,-3.1,-1.7
7/17/2022,Dairy,Regular-fat milk,11011498,9036261,7426134,5244495,5469431,4826349,0.1,0.1,0.1,21.9,-4.1,11.8,48.3,8.7,17.8
7/17/2022,Dairy,Yogurt and other,330938664,288083641,255403250,115807193,120574862,120055400,2,1.9,2,14.9,-4,5.4,29.6,-3.5,2.9
7/17/2022,Fats and oils,Oils,93339316,78434041,62633776,14010612,14159338,12890506,0.6,0.5,0.5,19,-1.1,9.1,49,8.7,18.4
7/17/2022,Fats and oils,Solids,102829418,81017263,76298765,24002563,23644878,22767419,0.6,0.5,0.6,26.9,1.5,16.4,34.8,5.4,7
7/17/2022,Fruits,Fruit juice,108663733,98924136,82091123,31991666,34040199,31145174,0.7,0.7,0.6,9.8,-6,0.7,32.4,2.7,5.1
7/17/2022,Fruits,Whole canned,81993183,73539763,61614625,25935472,27079406,25304413,0.5,0.5,0.5,11.5,-4.2,2.3,33.1,2.5,5.7
7/17/2022,Fruits,Whole fresh/frozen,856040593,804561305,708930446,274847328,282281113.4,263408320,5.2,5.4,5.5,6.4,-3.9,-2.4,20.8,5,-4.1
7/17/2022,Grains,Flour and mixes,23495446,19395803,17753998,6239220,6298872,6056116,0.1,0.1,0.1,21.1,-0.9,11.1,32.3,3,5.1
7/17/2022,Grains,Frozen/ready to cook,28256943,26149856,21671273,8607040,9079261,7611838,0.2,0.2,0.2,8.1,-5.2,-0.9,30.4,13.1,3.6
7/17/2022,Grains,Not sweet packaged/Meals and sides,47852817,38386095,34322282,27068375,26253911,25521926,0.3,0.3,0.3,24.7,3.1,14.3,39.4,6.1,10.7
7/17/2022,Grains,Other,75805675,63563899,53794177,26056335,25360694,23199307,0.5,0.4,0.4,19.3,2.7,9.4,40.9,12.3,11.9
7/17/2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",548719648,477753776,426482821,182213492,183800716,184839309,3.4,3.2,3.3,14.9,-0.9,5.3,28.7,-1.4,2.2
7/17/2022,"Meats, eggs, and nuts",Eggs,178669382,116075092,97470638,41764838,42644025,44124818,1.1,0.8,0.8,28.95,-2.1,17.8,56.55,-5.3,20.9625
7/17/2022,"Meats, eggs, and nuts",Fish fresh/frozen,127036456,137583519,104355664,13884602,16549045,13945008,0.8,0.9,0.8,-7.7,-14.15,-15.3,21.7,-0.4,-3.3
7/17/2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,49967395,44896239,43633532,11620189,10851201,11912433,0.3,0.3,0.3,11.3,7.05,2.1,14.5,-2.5,-9
7/17/2022,"Meats, eggs, and nuts",Nuts and seeds raw,124519785,127514810,115915021,29977897,31882993,34170460,0.8,0.9,0.9,-2.3,-6,-10.4,7.4,-12.3,-14.7
7/17/2022,"Meats, eggs, and nuts",Other,63133107,59394189,53146944,28847468,28715981,27759108,0.4,0.4,0.4,6.3,0.5,-2.5,18.8,3.9,-5.7
7/17/2022,"Meats, eggs, and nuts",Poultry fresh/frozen,498522542,428896857,373812886,78444451,82617379,79263320,3.1,2.9,2.9,16.2,-5.1,6.6,33.4,-1,5.9
7/17/2022,"Meats, eggs, and nuts",Regular meat canned,32697571,26430971,22245166,11450307,11682804,11582091,0.2,0.2,0.2,23.7,-2,13.5,47,-1.1,16.7
7/17/2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,229323204,239337420,227114463,6.8,6.55,6.55,2.6,-4.2,-5.9,24.3,1,-1.3
7/17/2022,Other,Other,587180000,562420980,427768955,99161573,105442567,88841163,3.6,3.8,3.3,4.4,-6,-4.3,37.3,11.6,9
7/17/2022,Sugar and sweeteners,Raw,64959072,58376893,51170706,14979958,15411600,15363192,0.4,0.4,0.4,11.3,-2.8,2.1,26.9,-2.5,0.8
7/17/2022,Vegetables,Dark green canned,640523,566897,553782,444485,478777,480568,0,0,0,13,-7.2,3.6,15.7,-7.5,-8.1
7/17/2022,Vegetables,Dark green fresh/frozen,230067135,225377622,201501720,77966037,83233132,77698265,1.4,1.5,1.6,2.1,-6.3,-6.4,14.2,0.3,-9.3
7/17/2022,Vegetables,Legumes canned,43540103,37011033,34425599,26866353,27617400,27038342,0.3,0.2,0.3,17.6,-2.7,7.9,26.5,-0.6,0.4
7/17/2022,Vegetables,Legumes fresh/frozen,33676803,31617947,29646476,12951637,13321367,13418340,0.2,0.2,0.2,6.5,-2.8,-2.3,13.6,-3.5,-9.8
7/17/2022,Vegetables,"Not sweet canned (soups, sauces, etc)",10125072,9965605,9132639,2254894,2432531,2409617,0.1,0.1,0.1,1.6,-7.3,-6.8,10.9,-6.4,-11.9
7/17/2022,Vegetables,Orange canned,1077359,964301,837879,1105294,1098625,991184,0,0,0,11.7,0.6,2.5,28.6,11.5,2.1
7/17/2022,Vegetables,Orange fresh/frozen,33100033,32393306,30107962,17089075,17811453,16969832,0.2,0.2,0.2,2.2,-4.1,-6.3,9.9,0.7,-12.7
7/17/2022,Vegetables,Other,129180495,117078254,99460929,53017468,53663038,48341524,0.8,0.8,0.8,10.3,-1.2,1.2,29.9,9.7,3.2
7/17/2022,Vegetables,Other-mostly water canned,69021796,63057160,54851199,25965551,26741295,24500418,0.4,0.4,0.4,9.5,-2.9,0.4,25.8,6,-0.1
7/17/2022,Vegetables,Other-mostly water fresh/frozen,157281842,143882248,133218836,80544225,83565868,77105338,1,1,1,9.3,-3.6,0.3,18.1,4.5,-6.2
7/17/2022,Vegetables,Other-nutrient-dense canned,23789126,21330579,19583597,19573447,19982081,20076264,0.1,0.1,0.2,11.5,-2,2.3,21.5,-2.5,-3.5
7/17/2022,Vegetables,Other-nutrient-dense fresh/frozen,152036899,148362684,132267705,80022771,83132239,77342795,0.9,1,1,2.5,-3.7,-6,14.9,3.5,-8.7
7/17/2022,Vegetables,Starchy canned,24148810,21377189,19177049,18293610,18114533,18272423,0.1,0.1,0.1,13,1,3.6,25.9,0.1,0
7/17/2022,Vegetables,Starchy fresh/frozen,93211585,83036089,74980466,37386655,39012249,39102723,0.6,0.6,0.6,12.3,-4.2,3,24.3,-4.4,-1.3
24-07-2022,Alcohol,Other,1093518412,984173461,861042184.1,159396258,161253610,156394417,6.8,6.55,6.55,1.3,-1.2,-7.7,14.1,1.9,-11.5
24-07-2022,Beverages,Carbonated non-alcoholic,968319470,870795464,732302376,274847328,282281113.4,276043695.6,5.9,5.8,5.8,11.2,-3.1,1.3,32.2,0,2.5
24-07-2022,Beverages,Fruit drinks and non-carbonated sugary,1061258337,953716747,767016239,274847328,282281113.4,276043695.6,6.5,6.4,6,11.3,1.2,1.4,38.4,11,7.3
24-07-2022,Beverages,Other,240667943,220473232,191554993,30115532,31668864,29872125,1.5,1.5,1.5,9.2,-4.9,-0.5,25.6,0.8,-2.6
24-07-2022,Beverages,Water,561281816,481054131,401454059,200639072,204473147,189543013,3.4,3.2,3.2,16.7,-1.9,6.3,39.8,5.9,8.4
24-07-2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",297043214,264550961,221680214,99379435,102683385,91848489,1.8,1.8,1.7,12.3,-3.2,2.3,34,8.2,3.9
24-07-2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",564849501,507863549,394423205,128496802,137876657,120835325,3.5,3.4,3.1,11.2,-6.8,1.4,43.2,6.3,11
24-07-2022,Commercially prepared items,Not sweet packaged/Meals and sides,981578486,884033645,761814342,274847328,282281113.4,259958186,6,5.9,6,11,-2.5,1.2,28.8,7.4,-0.1
24-07-2022,Commercially prepared items,Not sweet packaged/Snacks,1069545245,932365457,811498118,274847328,282281113.4,276043695.6,6.5,6.3,6.4,14.7,-2.6,4.5,31.8,-0.9,2.2
24-07-2022,Commercially prepared items,Other,63475674,59923666,49270506,27027994,29660015,25875976,0.4,0.4,0.4,5.9,-8.9,-3.5,28.8,4.5,-0.1
24-07-2022,Commercially prepared items,Regular meat fresh/frozen,1112524,1315847,686958,262286,248293,198275,0,0,0,-13.85,5.6,-18.2,56.55,22.3625,20.9625
24-07-2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",403318713,358135081,318412425,95657808,94697694,91348982,2.5,2.4,2.5,12.6,1,2.6,26.7,4.7,-1.8
24-07-2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",72375293,66837759,56942614,27852543,28468067,26236688,0.4,0.4,0.4,8.3,-2.2,-1.3,27.1,6.2,-1.5
24-07-2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",978404403,901035082,796703891,274847328,282281113.4,276043695.6,6,6,6.3,8.6,-6.8,-1,22.8,-5.7,-4.8
24-07-2022,Commercially prepared items,Sweet ready-to-eat (bakery items),409645217,373069906,327843290,117575486,124240711,127215287,2.5,2.5,2.6,9.8,-5.4,0.1,25,-7.6,-3.1
24-07-2022,Dairy,Cheese,511086774,466584787,398996130,126007524,127022606,118301806,3.1,3.1,3.1,9.5,-0.8,-0.2,28.1,6.5,-0.7
24-07-2022,Dairy,Other,377301367,333808761,302702117,108125352,110526732,111131338,2.3,2.2,2.4,13,-2.2,3,24.6,-2.7,-3.4
24-07-2022,Dairy,Regular-fat milk,10771257,8930019,7289482,5095795,5400245,4782629,0.1,0.1,0.1,20.6,-5.6,9.9,47.8,6.5,14.6
24-07-2022,Dairy,Yogurt and other,332507904,287375489,251178226,115796255,120215088,117059403,2,1.9,2,15.7,-3.7,5.4,32.4,-1.1,2.6
24-07-2022,Fats and oils,Oils,90068620,76243142,59628789,13265705,13681333,12265018,0.6,0.5,0.5,18.1,-3,7.7,51,8.2,17.1
24-07-2022,Fats and oils,Solids,102125641,82885550,75989702,23365933,24355964,22638731,0.6,0.6,0.6,23.2,-4.1,12.3,34.4,3.2,4.2
24-07-2022,Fruits,Fruit juice,108471061,97501247,79205745,31911903,33569133,29790579,0.7,0.7,0.6,11.3,-4.9,1.4,36.9,7.1,6.2
24-07-2022,Fruits,Whole canned,81075052,73055563,59546662,25418045,26841033,24374419,0.5,0.5,0.5,11,-5.3,1.1,36.2,4.3,5.6
24-07-2022,Fruits,Whole fresh/frozen,870346517,801123028,690741605,274847328,282281113.4,257665969,5.3,5.4,5.4,8.6,-3.5,-1,26,7.1,-2.3
24-07-2022,Grains,Flour and mixes,23533152,19201708,17457547,6178220,6193045,5976743,0.1,0.1,0.1,22.6,-0.2,11.7,34.8,3.4,4.5
24-07-2022,Grains,Frozen/ready to cook,27842814,25555645,21229794,8425926,8888373,7407317,0.2,0.2,0.2,8.9,-5.2,-0.7,31.1,13.8,1.7
24-07-2022,Grains,Not sweet packaged/Meals and sides,47985655,37421887,33489220,27102805,26072734,24748645,0.3,0.3,0.3,28.2,4,16.9,43.3,9.5,11.1
24-07-2022,Grains,Other,74694357,62605417,51779019,25900120,24931705,22149835,0.5,0.4,0.4,19.3,3.9,8.7,44.3,16.9,11.8
24-07-2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",552968163,479939302,422175647,183060004,184523691,182522558,3.4,3.2,3.3,15.2,-0.8,5,31,0.3,1.5
24-07-2022,"Meats, eggs, and nuts",Eggs,182944255,114397272,96829200,42068492,41799613,44798948,1.1,0.8,0.8,28.95,0.6,17.8,56.55,-6.1,20.9625
24-07-2022,"Meats, eggs, and nuts",Fish fresh/frozen,121917992,134905601,102255691,13462485,16278683,13660955,0.7,0.9,0.8,-9.6,-14.15,-17.6,19.2,-1.5,-7.6
24-07-2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,50526414,45056536,43255677,11558662,11027776,11821747,0.3,0.3,0.3,12.1,4.8,2.2,16.8,-2.2,-9.4
24-07-2022,"Meats, eggs, and nuts",Nuts and seeds raw,121965545,125014557,114939027,29212857,31292710,34173745,0.7,0.8,0.9,-2.4,-6.6,-11.1,6.1,-14.5,-17.7
24-07-2022,"Meats, eggs, and nuts",Other,60947928,57582165,50662571,27231468,27464378,26337862,0.4,0.4,0.4,5.8,-0.8,-3.5,20.3,3.4,-6.7
24-07-2022,"Meats, eggs, and nuts",Poultry fresh/frozen,497197124,426670174,370923534,78278436,81656836,78723007,3,2.9,2.9,16.5,-4.1,6.2,34,-0.6,3.9
24-07-2022,"Meats, eggs, and nuts",Regular meat canned,32304203,25770098,20993956,11095976,11262964,10816330,0.2,0.2,0.2,25.4,-1.5,14.2,53.9,2.6,19.3
24-07-2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,228005031,235604254,219018946,6.8,6.55,6.55,2.6,-3.2,-6.5,27.4,4.1,-1.2
24-07-2022,Other,Other,578880630,549882672,409108448,97017509,103663157,85636146,3.5,3.7,3.2,5.3,-6.4,-4.1,41.5,13.3,9.7
24-07-2022,Sugar and sweeteners,Raw,64440462,57990630,50164763,14930169,15262593,15108088,0.4,0.4,0.4,11.1,-2.2,1.3,28.5,-1.2,-0.4
24-07-2022,Vegetables,Dark green canned,622320,549108,529799,432584,462557,458972,0,0,0,13.3,-6.5,3.3,17.5,-5.7,-8.9
24-07-2022,Vegetables,Dark green fresh/frozen,230009927,224362812,196961430,77645789,82442446,75740825,1.4,1.5,1.6,2.5,-5.8,-6.6,16.8,2.5,-9.5
24-07-2022,Vegetables,Legumes canned,42887775,36662127,33357998,26352576,27320576,25972158,0.3,0.2,0.3,17,-3.5,6.6,28.6,1.5,-0.3
24-07-2022,Vegetables,Legumes fresh/frozen,33199670,30924370,28877440,12744507,12993492,13036635,0.2,0.2,0.2,7.4,-1.9,-2.2,15,-2.2,-10.9
24-07-2022,Vegetables,"Not sweet canned (soups, sauces, etc)",10239449,9868162,8962208,2264183,2420572,2319061,0.1,0.1,0.1,3.8,-6.5,-5.4,14.3,-2.4,-11.4
24-07-2022,Vegetables,Orange canned,1047716,950734,806085,1062098,1078974,951383,0,0,0,10.2,-1.6,0.4,30,11.6,0.8
24-07-2022,Vegetables,Orange fresh/frozen,33011315,32168504,29575789,17074914,17734521,16572205,0.2,0.2,0.2,2.6,-3.7,-6.5,11.6,3,-13.5
24-07-2022,Vegetables,Other,128269119,116157269,97510789,52746072,53208169,47186131,0.8,0.8,0.8,10.4,-0.9,0.6,31.5,11.8,2
24-07-2022,Vegetables,Other-mostly water canned,68036301,62254979,53344478,25500691,26392146,24058781,0.4,0.4,0.4,9.3,-3.4,-0.4,27.5,6,-1.1
24-07-2022,Vegetables,Other-mostly water fresh/frozen,157010725,143481353,129982669,80455957,83052417,74942994,1,1,1,9.4,-3.1,-0.3,20.8,7.4,-6.4
24-07-2022,Vegetables,Other-nutrient-dense canned,23420197,21061605,19136990,18853873,19766780,19536460,0.1,0.1,0.2,11.2,-4.6,1.3,22.4,-3.5,-5.1
24-07-2022,Vegetables,Other-nutrient-dense fresh/frozen,151380105,145400912,127197544,80729600,82990322,73288932,0.9,1,1,4.1,-2.7,-5.1,19,10.2,-7.7
24-07-2022,Vegetables,Starchy canned,23484425,21010959,18811866,17412916,17800106,17782002,0.1,0.1,0.1,11.8,-2.2,1.9,24.8,-2.1,-3.2
24-07-2022,Vegetables,Starchy fresh/frozen,93467990,82341980,74853141,37174510,39407594,39032280,0.6,0.6,0.6,13.5,-5.7,3.4,24.9,-4.8,-3.2
7/31/2022,Alcohol,Other,1093518412,984173461,861042184.1,159358292,161104851,158687680,6.8,6.55,6.55,1.7,-1.1,-6.6,12.5,0.4,-9.4
7/31/2022,Beverages,Carbonated non-alcoholic,961227757,872776318,761057649,274847328,282281113.4,276043695.6,5.9,5.9,5.8,10.1,-3.6,1.2,26.3,-4.4,1.7
7/31/2022,Beverages,Fruit drinks and non-carbonated sugary,1034248197,962942411,780840730,274847328,282281113.4,276043695.6,6.4,6.5,6,7.4,-2.6,-1.3,32.5,4.8,6.7
7/31/2022,Beverages,Other,242131264,223111921,203762920,30423737,32204047,31834066,1.5,1.5,1.6,8.5,-5.5,-0.3,18.8,-4.4,-4.3
7/31/2022,Beverages,Water,539128136,490737236,411370931,193074153,208125122,194952654,3.3,3.3,3.1,9.9,-7.2,0.9,31.1,-1,5.6
7/31/2022,Commercially prepared items,"Not sweet canned (soups, sauces, etc)",292956914,262284187,229425795,97502984,101278939,95559762,1.8,1.8,1.8,11.7,-3.7,2.6,27.7,2,2.9
7/31/2022,Commercially prepared items,"Not sweet frozen (pizzas, french fries, fish sticks and entrees)",557121952,507161104,412050267,127965209,137539322,126475606,3.4,3.4,3.2,9.9,-7,0.9,35.2,1.2,8.9
7/31/2022,Commercially prepared items,Not sweet packaged/Meals and sides,980025625,881877659,782420794,274847328,282281113.4,271870357,6,5.9,6,11.1,-3,2.1,25.3,1.9,0.9
7/31/2022,Commercially prepared items,Not sweet packaged/Snacks,1059785736,926413092,834891638,274847328,282281113.4,276043695.6,6.5,6.2,6.4,14.4,-2.7,5.1,26.9,-4.9,2.2
7/31/2022,Commercially prepared items,Other,62299576,58659257,49919019,26512865,28981771,26092300,0.4,0.4,0.4,6.2,-8.5,-2.4,24.8,1.6,0.5
7/31/2022,Commercially prepared items,Regular meat fresh/frozen,1074083,1312694,700775,250580,246628,209763,0,0,0,-13.85,1.6,-18.2,53.3,19.5,20.9625
7/31/2022,Commercially prepared items,"Sweet frozen (ice cream, frozen desserts)",395075129,354324819,316309488,93159270,93747533,90572090,2.4,2.4,2.4,11.5,-0.6,2.4,24.9,2.9,0.6
7/31/2022,Commercially prepared items,"Sweet mixes (pancake, muffin, and cake mixes)",73052661,65203943,59245551,28245340,27758593,27574330,0.5,0.4,0.5,12,1.8,2.9,23.3,2.4,-0.7
7/31/2022,Commercially prepared items,"Sweet packaged (cookies, candy bars, bars)",985749654,893006477,824168220,274847328,282281113.4,276043695.6,6.1,6,6.3,10.4,-5.4,1.4,19.6,-8.6,-3.7
7/31/2022,Commercially prepared items,Sweet ready-to-eat (bakery items),412307997,369749400,332919958,118547414,122901690,128603338,2.5,2.5,2.5,11.5,-3.5,2.4,23.8,-7.8,-0.2
7/31/2022,Dairy,Cheese,509113461,467240192,413738956,126048315,128732111,122447623,3.1,3.1,3.2,9,-2.1,0.1,23.1,2.9,-0.9
7/31/2022,Dairy,Other,376312481,335371001,310502255,106904204,110580279,113489385,2.3,2.3,2.4,12.2,-3.3,3.1,21.2,-5.8,-2.4
7/31/2022,Dairy,Regular-fat milk,10842589,8853605,7482619,5110130,5364160,4898055,0.1,0.1,0.1,22.5,-4.7,12.5,44.9,4.3,16.7
7/31/2022,Dairy,Yogurt and other,331664004,288709401,258492042,115712337,122397675,121891680,2,1.9,2,14.9,-5.5,5.5,28.3,-5.1,3.4
7/31/2022,Fats and oils,Oils,88292847,76360069,63051683,13050250,13613079,13150009,0.5,0.5,0.5,15.6,-4.1,6.2,40,-0.8,12.8
7/31/2022,Fats and oils,Solids,103112009,82816511,80412967,23671326,24246635,24115153,0.6,0.6,0.6,24.5,-2.4,14.4,28.2,-1.8,3.3
7/31/2022,Fruits,Fruit juice,106404195,97959348,81374562,31305559,33979045,30627312,0.7,0.7,0.6,8.6,-7.9,-0.2,30.8,2.2,5.3
7/31/2022,Fruits,Whole canned,80781833,73613379,63084222,25293007,27256449,26146905,0.5,0.5,0.5,9.7,-7.2,0.8,28.1,-3.3,3.1
7/31/2022,Fruits,Whole fresh/frozen,850189230,791765907,700347605,273255127,282281113.4,260413981,5.2,5.3,5.4,7.4,-3.9,-1.4,21.4,4.9,-2.2
7/31/2022,Grains,Flour and mixes,23491042,19314634,18212649,6133748,6169981,6180971,0.1,0.1,0.1,21.6,-0.6,11.7,29,-0.8,3.9
7/31/2022,Grains,Frozen/ready to cook,27830481,25342923,22361567,8353038,8747748,7929444,0.2,0.2,0.2,9.8,-4.5,0.9,24.5,5.3,0.3
7/31/2022,Grains,Not sweet packaged/Meals and sides,47241465,37217136,34785774,26544562,25414657,26065703,0.3,0.2,0.3,26.9,4.4,16.6,35.8,1.8,9.4
7/31/2022,Grains,Other,73995960,62884973,54366655,25858125,25013503,23369448,0.5,0.4,0.4,17.7,3.4,8.1,36.1,10.6,9.6
7/31/2022,Grains,"Packaged (bread, rolls, pita, tortilla, rice, pasta, cereal)",547619325,479867518,430339417,180509666,184066255,187005883,3.4,3.2,3.3,14.1,-1.9,4.8,27.3,-3.5,2.5
7/31/2022,"Meats, eggs, and nuts",Eggs,186103116,115275245,98256931,41926280,41705940,45239370,1.1,0.8,0.8,28.95,0.5,17.8,56.55,-7.3,20.9625
7/31/2022,"Meats, eggs, and nuts",Fish fresh/frozen,124929984,135387136,106920389,13663204,16304116,14317239,0.8,0.9,0.8,-7.7,-14.15,-15.2,16.8,-4.6,-5.9
7/31/2022,"Meats, eggs, and nuts",Nuts and seeds processed/nut butters,50317684,45687047,45588771,11467121,11224566,12748627,0.3,0.3,0.3,10.1,2.2,1.2,10.4,-10.1,-11.1
7/31/2022,"Meats, eggs, and nuts",Nuts and seeds raw,122222218,124975065,118977592,29630917,31677200,35453690,0.8,0.8,0.9,-2.2,-6.5,-10.2,2.7,-16.4,-17.3
7/31/2022,"Meats, eggs, and nuts",Other,59363442,57888504,51445916,26211186,27601129,26739869,0.4,0.4,0.4,2.5,-5,-5.8,15.4,-2,-7.1
7/31/2022,"Meats, eggs, and nuts",Poultry fresh/frozen,488630454,429927452,376943121,77221322,83533707,80127070,3,2.9,2.9,13.7,-7.6,4.4,29.6,-3.6,4.4
7/31/2022,"Meats, eggs, and nuts",Regular meat canned,32482058,26042454,22194110,10989490,11333265,11425993,0.2,0.2,0.2,24.7,-3,14.6,46.4,-3.8,17.9
7/31/2022,"Meats, eggs, and nuts",Regular meat fresh/frozen,1093518412,984173461,861042184.1,224625767,232241905,228020936,6.8,6.55,6.55,1.6,-3.3,-6.7,20.5,-1.5,-2.9
7/31/2022,Other,Other,572421324,549399326,445817973,95828713,103329309,91360970,3.5,3.7,3.4,4.2,-7.3,-4.3,28.4,4.9,3.4
7/31/2022,Sugar and sweeteners,Raw,64062752,59071816,53043821,14728241,15454872,16180642,0.4,0.4,0.4,8.4,-4.7,-0.4,20.8,-9,-2.7
7/31/2022,Vegetables,Dark green canned,611348,556593,573591,424496,469621,492700,0,0,0,9.8,-9.6,0.9,6.6,-13.8,-14.1
7/31/2022,Vegetables,Dark green fresh/frozen,225755436,222197358,197613866,76314986,81888470,76178806,1.4,1.5,1.5,1.6,-6.8,-6.7,14.2,0.2,-8
7/31/2022,Vegetables,Legumes canned,42078123,36726597,34663269,25998643,27471744,27126511,0.3,0.2,0.3,14.6,-5.4,5.2,21.4,-4.2,-2.2
7/31/2022,Vegetables,Legumes fresh/frozen,32962823,31162787,29814682,12689814,13185295,13460220,0.2,0.2,0.2,5.8,-3.8,-2.8,10.6,-5.7,-10.9
7/31/2022,Vegetables,"Not sweet canned (soups, sauces, etc)",10099414,9826215,9157023,2202906,2369968,2354901,0.1,0.1,0.1,2.8,-7,-5.6,10.3,-6.5,-11.2
7/31/2022,Vegetables,Orange canned,1046694,977463,856323,1043322,1105297,1007872,0,0,0,7.1,-5.6,-1.6,22.2,3.5,-1.5
7/31/2022,Vegetables,Orange fresh/frozen,32731473,31995249,30212246,16842942,17657445,16861670,0.2,0.2,0.2,2.3,-4.6,-6,8.3,-0.1,-12.7
7/31/2022,Vegetables,Other,126761356,116000772,100895666,51626781,53465908,49053470,0.8,0.8,0.8,9.3,-3.4,0.4,25.6,5.2,1.2
7/31/2022,Vegetables,Other-mostly water canned,66728060,61210237,54264902,24800280,25807591,24267731,0.4,0.4,0.4,9,-3.9,0.1,23,2.2,-0.9
7/31/2022,Vegetables,Other-mostly water fresh/frozen,154710880,143647843,131599643,78798778,83038058,76004219,1,1,1,7.7,-5.1,-1.1,17.6,3.7,-5.3
7/31/2022,Vegetables,Other-nutrient-dense canned,23602734,21352585,19955146,18872879,19913897,20078017,0.1,0.1,0.2,10.5,-5.2,1.5,18.3,-6,-4.7
